Source,Target,combined_score,from_ALS,from_FTD
UQCRB,COX4I1,0.998,YES,NO
UQCRB,NDUFA6,0.999,YES,NO
UQCRB,NDUFV1,0.999,YES,NO
UQCRB,UQCR11,0.999,YES,NO
UQCRB,COX6B1,0.999,YES,NO
UQCRC1,NDUFB4,0.967,YES,NO
UQCRC1,TUBB,0.411,YES,NO
UQCRC1,ACTB,0.42,YES,NO
UQCRC1,TUBB2A,0.431,YES,NO
UQCRC1,MT-ATP6,0.435,YES,NO
UQCRC1,PRKN,0.448,YES,NO
UQCRC1,TOMM40,0.503,YES,NO
UQCRC1,ATP5F1E,0.503,YES,NO
UQCRC1,ATP5MC2,0.57,YES,NO
UQCRC1,PSMC3,0.579,YES,NO
UQCRC1,ATP5MC3,0.614,YES,NO
UQCRC1,COX8C,0.627,YES,NO
UQCRC1,ATP5PF,0.628,YES,NO
UQCRC1,ATP5MC1,0.642,YES,NO
UQCRC1,VDAC1,0.66,YES,NO
UQCRC1,NDUFA4L2,0.669,YES,NO
UQCRC1,SDHC,0.709,YES,NO
UQCRC1,SDHD,0.727,YES,NO
UQCRC1,PSMD4,0.753,YES,NO
UQCRC1,ATP5PO,0.765,YES,NO
UQCRC1,COX7B2,0.797,YES,NO
UQCRC1,COX8A,0.816,YES,NO
UQCRC1,COX7A2,0.833,YES,NO
UQCRC1,ATP5PD,0.863,YES,NO
UQCRC1,NDUFB2,0.866,YES,NO
UQCRC1,COX6B2,0.87,YES,NO
UQCRC1,NDUFA4,0.89,YES,NO
UQCRC1,NDUFB1,0.893,YES,NO
UQCRC1,NDUFC1,0.894,YES,NO
UQCRC1,MT-ND6,0.898,YES,NO
UQCRC1,ATP5PB,0.903,YES,NO
UQCRC1,NDUFA1,0.922,YES,NO
UQCRC1,CYCS,0.925,YES,NO
UQCRC1,COX7A2L,0.926,YES,NO
UQCRC1,MT-ND2,0.933,YES,NO
UQCRC1,NDUFV3,0.938,YES,NO
UQCRC1,SDHB,0.938,YES,NO
UQCRC1,NDUFA3,0.939,YES,NO
UQCRC1,NDUFB3,0.94,YES,NO
UQCRC1,MT-ND5,0.942,YES,NO
UQCRC1,NDUFC2,0.944,YES,NO
UQCRC1,NDUFB6,0.945,YES,NO
UQCRC1,NDUFA7,0.95,YES,NO
UQCRC1,MT-ND1,0.955,YES,NO
UQCRC1,ATP5F1C,0.955,YES,NO
UQCRC1,MT-ND3,0.962,YES,NO
UQCRC1,MT-ND4L,0.964,YES,NO
UQCRC1,COX6C,0.965,YES,NO
UQCRC1,NDUFB5,0.967,YES,NO
UQCRC1,COX4I2,0.968,YES,NO
UQCRC1,ATP5F1D,0.968,YES,NO
UQCRC1,SDHA,0.968,YES,NO
UQCRC1,NDUFA11,0.969,YES,NO
UQCRC1,ATP5F1B,0.969,YES,NO
UQCRC1,ATP5F1A,0.97,YES,NO
UQCRC1,MT-ND4,0.971,YES,NO
UQCRC1,COX7B,0.974,YES,NO
UQCRC1,MT-CO2,0.979,YES,NO
UQCRC1,NDUFB8,0.982,YES,NO
UQCRC1,NDUFA13,0.982,YES,NO
UQCRC1,NDUFAB1,0.983,YES,NO
UQCRC1,NDUFB10,0.986,YES,NO
UQCRC1,NDUFA6,0.987,YES,NO
UQCRC1,UQCRHL,0.988,YES,NO
UQCRC1,COX6B1,0.989,YES,NO
UQCRC1,COX6A1,0.989,YES,NO
UQCRC1,MT-CO3,0.99,YES,NO
UQCRC1,NDUFS6,0.99,YES,NO
UQCRC1,NDUFB7,0.991,YES,NO
UQCRC1,NDUFA8,0.992,YES,NO
UQCRC1,NDUFA2,0.992,YES,NO
UQCRC1,NDUFA5,0.992,YES,NO
UQCRC1,NDUFS4,0.993,YES,NO
UQCRC1,COX7C,0.994,YES,NO
UQCRC1,COX6A2,0.994,YES,NO
UQCRC1,NDUFS3,0.995,YES,NO
UQCRC1,MT-CO1,0.995,YES,NO
UQCRC1,NDUFA10,0.996,YES,NO
UQCRC1,NDUFB9,0.996,YES,NO
UQCRC1,NDUFV2,0.996,YES,NO
UQCRC1,NDUFS7,0.997,YES,NO
UQCRC1,COX7A1,0.998,YES,NO
UQCRC1,NDUFS8,0.998,YES,NO
UQCRC1,COX4I1,0.998,YES,NO
UQCRC1,NDUFA9,0.998,YES,NO
UQCRC1,NDUFS1,0.998,YES,NO
UQCRC1,UQCR10,0.999,YES,NO
UQCRC1,NDUFS5,0.999,YES,NO
UQCRC1,NDUFS2,0.999,YES,NO
UQCRC1,UQCR11,0.999,YES,NO
UQCRC1,UQCRH,0.999,YES,NO
UQCRC1,UQCRFS1,0.999,YES,NO
UQCRC1,NDUFV1,0.999,YES,NO
UQCRC1,COX5B,0.999,YES,NO
UQCRC1,UQCRC2,0.999,YES,NO
UQCRC1,CYC1,0.999,YES,NO
UQCRC1,UQCRB,0.999,YES,NO
UQCRC1,NDUFA12,0.999,YES,NO
UQCRC1,UQCRQ,0.999,YES,NO
UQCRC1,MT-CYB,0.999,YES,NO
UQCRC1,COX5A,0.999,YES,NO
UQCRC2,NDUFB4,0.951,YES,NO
UQCRC2,UQCRC1,0.999,YES,NO
UQCRC2,ATP5F1D,0.824,YES,NO
UQCRC2,NDUFB7,0.963,YES,NO
UQCRC2,COX6A1,0.98,YES,NO
UQCRC2,NDUFS7,0.98,YES,NO
UQCRC2,NDUFA2,0.974,YES,NO
UQCRC2,NDUFA10,0.986,YES,NO
UQCRC2,COX5B,0.999,YES,NO
UQCRC2,NDUFB5,0.976,YES,NO
UQCRC2,ATP5F1B,0.942,YES,NO
UQCRC2,NDUFS3,0.995,YES,NO
UQCRC2,SDHA,0.99,YES,NO
UQCRC2,NDUFA9,0.997,YES,NO
UQCRC2,DNAH8,0.414,YES,NO
UQCRC2,MT-ATP8,0.423,YES,NO
UQCRC2,ATP5MC2,0.439,YES,NO
UQCRC2,VCP,0.455,YES,NO
UQCRC2,PINK1,0.46,YES,NO
UQCRC2,DDIT3,0.475,YES,NO
UQCRC2,TOMM40,0.48,YES,NO
UQCRC2,MT-ATP6,0.516,YES,NO
UQCRC2,ACTB,0.525,YES,NO
UQCRC2,ATP5MC1,0.546,YES,NO
UQCRC2,COX8C,0.569,YES,NO
UQCRC2,ATP5MC3,0.59,YES,NO
UQCRC2,NDUFA4L2,0.678,YES,NO
UQCRC2,COX8A,0.784,YES,NO
UQCRC2,VDAC1,0.81,YES,NO
UQCRC2,COX7B2,0.813,YES,NO
UQCRC2,SDHC,0.839,YES,NO
UQCRC2,ATP5PF,0.849,YES,NO
UQCRC2,COX7A2,0.855,YES,NO
UQCRC2,NDUFB2,0.86,YES,NO
UQCRC2,NDUFC1,0.874,YES,NO
UQCRC2,ATP5PD,0.875,YES,NO
UQCRC2,NDUFB1,0.902,YES,NO
UQCRC2,NDUFA11,0.914,YES,NO
UQCRC2,NDUFV3,0.915,YES,NO
UQCRC2,NDUFA3,0.921,YES,NO
UQCRC2,MT-ND3,0.93,YES,NO
UQCRC2,MT-ND4L,0.931,YES,NO
UQCRC2,MT-ND6,0.934,YES,NO
UQCRC2,NDUFC2,0.936,YES,NO
UQCRC2,COX7A2L,0.937,YES,NO
UQCRC2,MT-ND2,0.939,YES,NO
UQCRC2,NDUFA1,0.942,YES,NO
UQCRC2,NDUFA7,0.944,YES,NO
UQCRC2,MT-ND5,0.946,YES,NO
UQCRC2,MT-ND4,0.953,YES,NO
UQCRC2,CYCS,0.954,YES,NO
UQCRC2,NDUFB6,0.955,YES,NO
UQCRC2,NDUFS5,0.955,YES,NO
UQCRC2,NDUFA13,0.955,YES,NO
UQCRC2,MT-ND1,0.957,YES,NO
UQCRC2,COX6B2,0.958,YES,NO
UQCRC2,NDUFB3,0.96,YES,NO
UQCRC2,NDUFS6,0.964,YES,NO
UQCRC2,SDHD,0.965,YES,NO
UQCRC2,COX6C,0.967,YES,NO
UQCRC2,NDUFB10,0.968,YES,NO
UQCRC2,NDUFA6,0.97,YES,NO
UQCRC2,NDUFAB1,0.971,YES,NO
UQCRC2,ATP5PB,0.973,YES,NO
UQCRC2,ATP5PO,0.975,YES,NO
UQCRC2,NDUFB9,0.976,YES,NO
UQCRC2,COX7B,0.977,YES,NO
UQCRC2,NDUFA4,0.98,YES,NO
UQCRC2,ATP5F1C,0.98,YES,NO
UQCRC2,NDUFA12,0.983,YES,NO
UQCRC2,COX7A1,0.984,YES,NO
UQCRC2,ATP5F1A,0.986,YES,NO
UQCRC2,NDUFS8,0.988,YES,NO
UQCRC2,NDUFA8,0.988,YES,NO
UQCRC2,NDUFA5,0.99,YES,NO
UQCRC2,COX4I2,0.992,YES,NO
UQCRC2,UQCRHL,0.993,YES,NO
UQCRC2,NDUFS2,0.994,YES,NO
UQCRC2,COX6A2,0.995,YES,NO
UQCRC2,NDUFV2,0.996,YES,NO
UQCRC2,NDUFS4,0.997,YES,NO
UQCRC2,COX6B1,0.997,YES,NO
UQCRC2,SDHB,0.997,YES,NO
UQCRC2,NDUFV1,0.998,YES,NO
UQCRC2,NDUFS1,0.998,YES,NO
UQCRC2,NDUFB8,0.998,YES,NO
UQCRC2,UQCRFS1,0.999,YES,NO
UQCRC2,CYC1,0.999,YES,NO
UQCRC2,COX4I1,0.999,YES,NO
UQCRC2,MT-CO2,0.999,YES,NO
UQCRC2,COX7C,0.999,YES,NO
UQCRC2,MT-CO3,0.999,YES,NO
UQCRC2,UQCR10,0.999,YES,NO
UQCRC2,UQCR11,0.999,YES,NO
UQCRC2,UQCRH,0.999,YES,NO
UQCRC2,UQCRQ,0.999,YES,NO
UQCRC2,MT-CO1,0.999,YES,NO
UQCRC2,MT-CYB,0.999,YES,NO
UQCRC2,COX5A,0.999,YES,NO
UQCRC2,UQCRB,0.999,YES,NO
UQCRFS1,NDUFB4,0.98,YES,NO
UQCRFS1,UQCRC1,0.999,YES,NO
UQCRFS1,ATP5F1D,0.968,YES,NO
UQCRFS1,NDUFB7,0.996,YES,NO
UQCRFS1,COX6A1,0.986,YES,NO
UQCRFS1,NDUFS7,0.993,YES,NO
UQCRFS1,ATP5F1E,0.509,YES,NO
UQCRFS1,NDUFA2,0.998,YES,NO
UQCRFS1,NDUFA10,0.971,YES,NO
UQCRFS1,COX5B,0.999,YES,NO
UQCRFS1,NDUFB5,0.979,YES,NO
UQCRFS1,PSMD11,0.715,YES,NO
UQCRFS1,ATP5F1B,0.914,YES,NO
UQCRFS1,NDUFS3,0.999,YES,NO
UQCRFS1,SDHA,0.993,YES,NO
UQCRFS1,NDUFA9,0.999,YES,NO
UQCRFS1,UQCRC2,0.999,YES,NO
UQCRFS1,NDUFB10,0.989,YES,NO
UQCRFS1,SOD1,0.737,YES,NO
UQCRFS1,NDUFS6,0.999,YES,NO
UQCRFS1,NDUFB9,0.999,YES,NO
UQCRFS1,NDUFC2,0.97,YES,NO
UQCRFS1,ATP5MC3,0.972,YES,NO
UQCRFS1,COX6A2,0.996,YES,NO
UQCRFS1,ATP5PO,0.938,YES,NO
UQCRFS1,COX7A1,0.985,YES,NO
UQCRFS1,NDUFS4,0.999,YES,NO
UQCRFS1,NDUFB8,0.997,YES,NO
UQCRFS1,NDUFA7,0.929,YES,NO
UQCRFS1,ATP5PD,0.892,YES,NO
UQCRFS1,NOS2,0.418,YES,NO
UQCRFS1,NOS1,0.429,YES,NO
UQCRFS1,TOMM40,0.525,YES,NO
UQCRFS1,COX8C,0.618,YES,NO
UQCRFS1,VDAC1,0.768,YES,NO
UQCRFS1,COX8A,0.779,YES,NO
UQCRFS1,NDUFA4L2,0.784,YES,NO
UQCRFS1,COX7B2,0.822,YES,NO
UQCRFS1,ATP5PF,0.843,YES,NO
UQCRFS1,COX7A2,0.846,YES,NO
UQCRFS1,NDUFB2,0.88,YES,NO
UQCRFS1,MT-ND6,0.897,YES,NO
UQCRFS1,NDUFC1,0.903,YES,NO
UQCRFS1,NDUFA1,0.911,YES,NO
UQCRFS1,MT-ATP6,0.911,YES,NO
UQCRFS1,NDUFV3,0.915,YES,NO
UQCRFS1,NDUFB1,0.925,YES,NO
UQCRFS1,NDUFA3,0.927,YES,NO
UQCRFS1,COX7A2L,0.928,YES,NO
UQCRFS1,ATP5MC2,0.949,YES,NO
UQCRFS1,ATP5F1A,0.95,YES,NO
UQCRFS1,COX6B2,0.951,YES,NO
UQCRFS1,SDHC,0.951,YES,NO
UQCRFS1,SDHD,0.952,YES,NO
UQCRFS1,ATP5MC1,0.953,YES,NO
UQCRFS1,ATP5PB,0.969,YES,NO
UQCRFS1,ATP5F1C,0.97,YES,NO
UQCRFS1,COX7B,0.976,YES,NO
UQCRFS1,NDUFA4,0.976,YES,NO
UQCRFS1,COX6C,0.978,YES,NO
UQCRFS1,MT-ND4L,0.979,YES,NO
UQCRFS1,NDUFB3,0.98,YES,NO
UQCRFS1,UQCRHL,0.984,YES,NO
UQCRFS1,NDUFB6,0.985,YES,NO
UQCRFS1,MT-ND2,0.992,YES,NO
UQCRFS1,MT-ND5,0.993,YES,NO
UQCRFS1,COX4I2,0.993,YES,NO
UQCRFS1,NDUFAB1,0.995,YES,NO
UQCRFS1,MT-ND3,0.997,YES,NO
UQCRFS1,MT-ND4,0.997,YES,NO
UQCRFS1,MT-ND1,0.997,YES,NO
UQCRFS1,COX6B1,0.997,YES,NO
UQCRFS1,NDUFA8,0.997,YES,NO
UQCRFS1,SDHB,0.998,YES,NO
UQCRFS1,MT-CYB,0.999,YES,NO
UQCRFS1,NDUFS1,0.999,YES,NO
UQCRFS1,NDUFV2,0.999,YES,NO
UQCRFS1,COX5A,0.999,YES,NO
UQCRFS1,UQCRQ,0.999,YES,NO
UQCRFS1,MT-CO1,0.999,YES,NO
UQCRFS1,NDUFA13,0.999,YES,NO
UQCRFS1,NDUFA12,0.999,YES,NO
UQCRFS1,UQCRB,0.999,YES,NO
UQCRFS1,NDUFA6,0.999,YES,NO
UQCRFS1,CYCS,0.999,YES,NO
UQCRFS1,NDUFA5,0.999,YES,NO
UQCRFS1,MT-CO2,0.999,YES,NO
UQCRFS1,NDUFA11,0.999,YES,NO
UQCRFS1,CYC1,0.999,YES,NO
UQCRFS1,COX4I1,0.999,YES,NO
UQCRFS1,NDUFV1,0.999,YES,NO
UQCRFS1,UQCRH,0.999,YES,NO
UQCRFS1,MT-CO3,0.999,YES,NO
UQCRFS1,UQCR10,0.999,YES,NO
UQCRFS1,NDUFS2,0.999,YES,NO
UQCRFS1,NDUFS5,0.999,YES,NO
UQCRFS1,UQCR11,0.999,YES,NO
UQCRFS1,NDUFS8,0.999,YES,NO
UQCRFS1,COX7C,0.999,YES,NO
UQCRH,NDUFB4,0.952,YES,NO
UQCRH,UQCRC1,0.999,YES,NO
UQCRH,ATP5F1D,0.676,YES,NO
UQCRH,NDUFB7,0.997,YES,NO
UQCRH,DCTN6,0.515,YES,NO
UQCRH,COX6A1,0.967,YES,NO
UQCRH,NDUFS7,0.964,YES,NO
UQCRH,ATP5F1E,0.864,YES,NO
UQCRH,NDUFA2,0.996,YES,NO
UQCRH,NDUFA10,0.932,YES,NO
UQCRH,COX5B,0.998,YES,NO
UQCRH,NDUFB5,0.978,YES,NO
UQCRH,DCTN3,0.415,YES,NO
UQCRH,ATP5F1B,0.581,YES,NO
UQCRH,NDUFS3,0.988,YES,NO
UQCRH,SDHA,0.866,YES,NO
UQCRH,NDUFA9,0.971,YES,NO
UQCRH,UQCRC2,0.999,YES,NO
UQCRH,NDUFB10,0.99,YES,NO
UQCRH,NDUFS6,0.995,YES,NO
UQCRH,NDUFB9,0.996,YES,NO
UQCRH,NDUFC2,0.961,YES,NO
UQCRH,ATP5MC3,0.615,YES,NO
UQCRH,COX6A2,0.988,YES,NO
UQCRH,ACTR1B,0.509,YES,NO
UQCRH,ATP5PO,0.684,YES,NO
UQCRH,COX7A1,0.979,YES,NO
UQCRH,NDUFS4,0.996,YES,NO
UQCRH,NDUFB8,0.989,YES,NO
UQCRH,DCTN5,0.479,YES,NO
UQCRH,NDUFA7,0.971,YES,NO
UQCRH,ATP5PD,0.911,YES,NO
UQCRH,UQCRFS1,0.999,YES,NO
UQCRH,CYCS,0.942,YES,NO
UQCRH,DCTN2,0.433,YES,NO
UQCRH,ATP5MC2,0.435,YES,NO
UQCRH,ATP5MC1,0.52,YES,NO
UQCRH,ATP5F1A,0.591,YES,NO
UQCRH,COX8C,0.605,YES,NO
UQCRH,ATP5F1C,0.684,YES,NO
UQCRH,SDHB,0.765,YES,NO
UQCRH,ATP5PB,0.809,YES,NO
UQCRH,SDHD,0.819,YES,NO
UQCRH,NDUFA4L2,0.819,YES,NO
UQCRH,SDHC,0.819,YES,NO
UQCRH,COX8A,0.841,YES,NO
UQCRH,ATP5PF,0.857,YES,NO
UQCRH,COX7B2,0.871,YES,NO
UQCRH,MT-ND6,0.872,YES,NO
UQCRH,COX6B2,0.886,YES,NO
UQCRH,UQCRHL,0.901,YES,NO
UQCRH,NDUFB2,0.905,YES,NO
UQCRH,COX7A2,0.926,YES,NO
UQCRH,NDUFA4,0.926,YES,NO
UQCRH,NDUFC1,0.926,YES,NO
UQCRH,MT-ND2,0.932,YES,NO
UQCRH,NDUFB1,0.934,YES,NO
UQCRH,COX7A2L,0.941,YES,NO
UQCRH,MT-ND5,0.944,YES,NO
UQCRH,NDUFA3,0.948,YES,NO
UQCRH,NDUFA1,0.954,YES,NO
UQCRH,MT-CO2,0.956,YES,NO
UQCRH,NDUFB6,0.956,YES,NO
UQCRH,NDUFV3,0.956,YES,NO
UQCRH,MT-ND3,0.956,YES,NO
UQCRH,MT-ND4L,0.959,YES,NO
UQCRH,NDUFA11,0.964,YES,NO
UQCRH,MT-ND1,0.965,YES,NO
UQCRH,MT-ND4,0.969,YES,NO
UQCRH,NDUFB3,0.974,YES,NO
UQCRH,NDUFAB1,0.976,YES,NO
UQCRH,COX4I2,0.982,YES,NO
UQCRH,COX6C,0.985,YES,NO
UQCRH,MT-CO3,0.986,YES,NO
UQCRH,MT-CO1,0.988,YES,NO
UQCRH,NDUFS5,0.99,YES,NO
UQCRH,COX7B,0.99,YES,NO
UQCRH,NDUFV1,0.991,YES,NO
UQCRH,NDUFA13,0.991,YES,NO
UQCRH,COX6B1,0.992,YES,NO
UQCRH,NDUFS2,0.992,YES,NO
UQCRH,NDUFS1,0.993,YES,NO
UQCRH,NDUFS8,0.994,YES,NO
UQCRH,NDUFV2,0.994,YES,NO
UQCRH,COX5A,0.995,YES,NO
UQCRH,NDUFA8,0.996,YES,NO
UQCRH,COX4I1,0.997,YES,NO
UQCRH,COX7C,0.997,YES,NO
UQCRH,NDUFA12,0.997,YES,NO
UQCRH,MT-CYB,0.998,YES,NO
UQCRH,NDUFA6,0.998,YES,NO
UQCRH,CYC1,0.999,YES,NO
UQCRH,UQCR11,0.999,YES,NO
UQCRH,UQCR10,0.999,YES,NO
UQCRH,UQCRQ,0.999,YES,NO
UQCRH,NDUFA5,0.999,YES,NO
UQCRH,UQCRB,0.999,YES,NO
UQCRHL,NDUFB4,0.534,YES,NO
UQCRHL,UQCRC1,0.988,YES,NO
UQCRHL,ATP5F1D,0.428,YES,NO
UQCRHL,NDUFB7,0.926,YES,NO
UQCRHL,COX6A1,0.946,YES,NO
UQCRHL,NDUFS7,0.636,YES,NO
UQCRHL,ATP5F1E,0.772,YES,NO
UQCRHL,NDUFA2,0.974,YES,NO
UQCRHL,NDUFA10,0.493,YES,NO
UQCRHL,COX5B,0.981,YES,NO
UQCRHL,NDUFB5,0.762,YES,NO
UQCRHL,NDUFS3,0.896,YES,NO
UQCRHL,SDHA,0.757,YES,NO
UQCRHL,NDUFA9,0.783,YES,NO
UQCRHL,UQCRC2,0.993,YES,NO
UQCRHL,NDUFB10,0.909,YES,NO
UQCRHL,NDUFS6,0.965,YES,NO
UQCRHL,NDUFB9,0.924,YES,NO
UQCRHL,NDUFC2,0.605,YES,NO
UQCRHL,COX6A2,0.919,YES,NO
UQCRHL,COX7A1,0.843,YES,NO
UQCRHL,NDUFS4,0.953,YES,NO
UQCRHL,NDUFB8,0.908,YES,NO
UQCRHL,NDUFA7,0.642,YES,NO
UQCRHL,ATP5PD,0.84,YES,NO
UQCRHL,UQCRFS1,0.984,YES,NO
UQCRHL,CYCS,0.789,YES,NO
UQCRHL,UQCRH,0.901,YES,NO
UQCRHL,NDUFS8,0.949,YES,NO
UQCRHL,CYC1,0.987,YES,NO
UQCRHL,COX5A,0.907,YES,NO
UQCRHL,COX8A,0.673,YES,NO
UQCRHL,NDUFV2,0.939,YES,NO
UQCRHL,NDUFA12,0.943,YES,NO
UQCRHL,UQCR10,0.998,YES,NO
UQCRHL,NDUFA4,0.843,YES,NO
UQCRHL,COX8C,0.54,YES,NO
UQCRHL,NDUFV3,0.673,YES,NO
UQCRHL,MT-CO1,0.928,YES,NO
UQCRHL,MT-CYB,0.933,YES,NO
UQCRHL,MT-ND1,0.742,YES,NO
UQCRHL,MT-ND4L,0.794,YES,NO
UQCRHL,MT-ND5,0.599,YES,NO
UQCRHL,MT-CO2,0.94,YES,NO
UQCRHL,MT-ND4,0.807,YES,NO
UQCRHL,MT-CO3,0.925,YES,NO
UQCRHL,MT-ND2,0.575,YES,NO
UQCRHL,MT-ND3,0.782,YES,NO
UQCRHL,SDHC,0.718,YES,NO
UQCRHL,NDUFS2,0.943,YES,NO
UQCRHL,ATP5PB,0.639,YES,NO
UQCRHL,COX7A2,0.809,YES,NO
UQCRHL,NDUFA1,0.496,YES,NO
UQCRHL,NDUFS5,0.752,YES,NO
UQCRHL,NDUFA8,0.961,YES,NO
UQCRHL,SDHB,0.571,YES,NO
UQCRHL,SDHD,0.698,YES,NO
UQCRHL,COX4I2,0.926,YES,NO
UQCRHL,COX7A2L,0.69,YES,NO
UQCRHL,UQCRQ,0.998,YES,NO
UQCRHL,NDUFB6,0.585,YES,NO
UQCRHL,NDUFA4L2,0.835,YES,NO
UQCRHL,COX7B2,0.856,YES,NO
UQCRHL,ATP5PF,0.688,YES,NO
UQCRHL,NDUFS1,0.935,YES,NO
UQCRHL,NDUFB3,0.732,YES,NO
UQCRHL,NDUFA5,0.987,YES,NO
UQCRHL,NDUFA3,0.57,YES,NO
UQCRHL,NDUFA13,0.866,YES,NO
UQCRHL,COX7C,0.972,YES,NO
UQCRHL,COX6C,0.968,YES,NO
UQCRHL,UQCRB,0.998,YES,NO
UQCRHL,COX4I1,0.931,YES,NO
UQCRHL,NDUFAB1,0.704,YES,NO
UQCRHL,COX6B1,0.902,YES,NO
UQCRHL,UQCR11,0.994,YES,NO
UQCRHL,COX6B2,0.863,YES,NO
UQCRHL,NDUFA6,0.978,YES,NO
UQCRHL,COX7B,0.881,YES,NO
UQCRHL,NDUFV1,0.917,YES,NO
UQCRQ,PSMA4,0.409,YES,NO
UQCRQ,NDUFB4,0.997,YES,NO
UQCRQ,UQCRC1,0.999,YES,NO
UQCRQ,ATP5F1D,0.943,YES,NO
UQCRQ,NDUFB7,0.999,YES,NO
UQCRQ,COX6A1,0.996,YES,NO
UQCRQ,NDUFS7,0.992,YES,NO
UQCRQ,ATP5F1E,0.863,YES,NO
UQCRQ,NDUFA2,0.998,YES,NO
UQCRQ,NDUFA10,0.953,YES,NO
UQCRQ,COX5B,0.999,YES,NO
UQCRQ,NDUFB5,0.983,YES,NO
UQCRQ,PSMA6,0.413,YES,NO
UQCRQ,ATP5F1B,0.669,YES,NO
UQCRQ,NDUFS3,0.985,YES,NO
UQCRQ,SDHA,0.747,YES,NO
UQCRQ,NDUFA9,0.985,YES,NO
UQCRQ,UQCRC2,0.999,YES,NO
UQCRQ,NDUFB10,0.974,YES,NO
UQCRQ,PSMB6,0.477,YES,NO
UQCRQ,NDUFS6,0.997,YES,NO
UQCRQ,NDUFB9,0.997,YES,NO
UQCRQ,NDUFC2,0.987,YES,NO
UQCRQ,ATP5MC3,0.817,YES,NO
UQCRQ,COX6A2,0.997,YES,NO
UQCRQ,ATP5PO,0.883,YES,NO
UQCRQ,COX7A1,0.988,YES,NO
UQCRQ,NDUFS4,0.989,YES,NO
UQCRQ,NDUFB8,0.997,YES,NO
UQCRQ,NDUFA7,0.977,YES,NO
UQCRQ,ATP5PD,0.967,YES,NO
UQCRQ,UQCRFS1,0.999,YES,NO
UQCRQ,CYCS,0.946,YES,NO
UQCRQ,UQCRH,0.999,YES,NO
UQCRQ,NDUFS8,0.998,YES,NO
UQCRQ,CYC1,0.999,YES,NO
UQCRQ,COX5A,0.999,YES,NO
UQCRQ,COX8A,0.824,YES,NO
UQCRQ,NDUFV2,0.995,YES,NO
UQCRQ,NDUFA12,0.996,YES,NO
UQCRQ,UQCR10,0.999,YES,NO
UQCRQ,NDUFA4,0.98,YES,NO
UQCRQ,COX8C,0.601,YES,NO
UQCRQ,NDUFV3,0.904,YES,NO
UQCRQ,ATP5F1C,0.911,YES,NO
UQCRQ,MT-CO1,0.996,YES,NO
UQCRQ,MT-CYB,0.999,YES,NO
UQCRQ,MT-ND6,0.886,YES,NO
UQCRQ,MT-ND1,0.915,YES,NO
UQCRQ,MT-ND4L,0.895,YES,NO
UQCRQ,MT-ND5,0.931,YES,NO
UQCRQ,MT-CO2,0.99,YES,NO
UQCRQ,MT-ND4,0.948,YES,NO
UQCRQ,MT-CO3,0.996,YES,NO
UQCRQ,MT-ND2,0.913,YES,NO
UQCRQ,MT-ND3,0.908,YES,NO
UQCRQ,SDHC,0.953,YES,NO
UQCRQ,NDUFS2,0.992,YES,NO
UQCRQ,ATP5PB,0.819,YES,NO
UQCRQ,COX7A2,0.973,YES,NO
UQCRQ,NDUFA1,0.982,YES,NO
UQCRQ,NDUFS5,0.993,YES,NO
UQCRQ,NDUFA8,0.995,YES,NO
UQCRQ,SDHB,0.886,YES,NO
UQCRQ,SDHD,0.946,YES,NO
UQCRQ,COX4I2,0.992,YES,NO
UQCRQ,COX7A2L,0.941,YES,NO
UQCRQ,PSMB3,0.401,YES,NO
UQCRQ,TOMM40,0.427,YES,NO
UQCRQ,DDIT3,0.439,YES,NO
UQCRQ,ATP5F1A,0.647,YES,NO
UQCRQ,NDUFA4L2,0.685,YES,NO
UQCRQ,ATP5MC2,0.702,YES,NO
UQCRQ,ATP5MC1,0.844,YES,NO
UQCRQ,ATP5PF,0.904,YES,NO
UQCRQ,NDUFB1,0.94,YES,NO
UQCRQ,COX7B2,0.943,YES,NO
UQCRQ,NDUFB2,0.956,YES,NO
UQCRQ,COX6B2,0.959,YES,NO
UQCRQ,NDUFS1,0.961,YES,NO
UQCRQ,NDUFC1,0.964,YES,NO
UQCRQ,NDUFA3,0.971,YES,NO
UQCRQ,NDUFAB1,0.972,YES,NO
UQCRQ,NDUFB3,0.985,YES,NO
UQCRQ,NDUFB6,0.988,YES,NO
UQCRQ,COX7B,0.991,YES,NO
UQCRQ,NDUFV1,0.992,YES,NO
UQCRQ,NDUFA5,0.994,YES,NO
UQCRQ,NDUFA13,0.995,YES,NO
UQCRQ,NDUFA11,0.997,YES,NO
UQCRQ,NDUFA6,0.997,YES,NO
UQCRQ,COX6C,0.998,YES,NO
UQCRQ,UQCRHL,0.998,YES,NO
UQCRQ,COX4I1,0.999,YES,NO
UQCRQ,UQCR11,0.999,YES,NO
UQCRQ,COX6B1,0.999,YES,NO
UQCRQ,COX7C,0.999,YES,NO
UQCRQ,UQCRB,0.999,YES,NO
VAPB,RB1CC1,0.697,YES,NO
VAPB,XBP1,0.585,YES,NO
VAPB,TUBB1,0.447,YES,NO
VAPB,SETX,0.865,YES,NO
VAPB,PFN1,0.601,YES,NO
VAPB,FIG4,0.844,YES,NO
VAPB,TARDBP,0.891,YES,NO
VAPB,ATP5F1E,0.468,YES,NO
VAPB,TUBA4A,0.517,YES,NO
VAPB,FUS,0.847,YES,NO
VAPB,SPG11,0.661,YES,NO
VAPB,CHMP2B,0.736,YES,NO
