Species A,Gene A,Species B,Gene B,Score
Homo sapiens,C1QBP,Homo sapiens,NDUFS6,1.0
Homo sapiens,C21orf33,Homo sapiens,NDUFS6,1.0
Homo sapiens,C6orf203,Homo sapiens,NDUFS6,1.0
Homo sapiens,C8orf82,Homo sapiens,NDUFS6,1.0
Homo sapiens,MCUR1,Homo sapiens,NDUFS6,1.0
Homo sapiens,CCDC90B,Homo sapiens,NDUFS6,1.0
Homo sapiens,CHCHD1,Homo sapiens,NDUFS6,1.0
Homo sapiens,COX15,Homo sapiens,NDUFS6,1.0
Homo sapiens,CRYZ,Homo sapiens,NDUFS6,1.0
Homo sapiens,CS,Homo sapiens,NDUFS6,1.0
Homo sapiens,DDX28,Homo sapiens,NDUFS6,1.0
Homo sapiens,DHX30,Homo sapiens,NDUFS6,1.0
Homo sapiens,FASTKD2,Homo sapiens,NDUFS6,1.0
Homo sapiens,FASTKD3,Homo sapiens,NDUFS6,1.0
Homo sapiens,FASTKD5,Homo sapiens,NDUFS6,1.0
Homo sapiens,GFM1,Homo sapiens,NDUFS6,1.0
Homo sapiens,GFM2,Homo sapiens,NDUFS6,1.0
Homo sapiens,GRSF1,Homo sapiens,NDUFS6,1.0
Homo sapiens,HINT2,Homo sapiens,NDUFS6,1.0
Homo sapiens,ICT1,Homo sapiens,NDUFS6,1.0
Homo sapiens,LONP1,Homo sapiens,NDUFS6,1.0
Homo sapiens,LRPPRC,Homo sapiens,NDUFS6,1.0
Homo sapiens,MCU,Homo sapiens,NDUFS6,1.0
Homo sapiens,CCDC109B,Homo sapiens,NDUFS6,1.0
Homo sapiens,MDH2,Homo sapiens,NDUFS6,1.0
Homo sapiens,METTL15,Homo sapiens,NDUFS6,1.0
Homo sapiens,METTL17,Homo sapiens,NDUFS6,1.0
Homo sapiens,MRPL11,Homo sapiens,NDUFS6,1.0
Homo sapiens,MRPS12,Homo sapiens,NDUFS6,1.0
Homo sapiens,MRPS26,Homo sapiens,NDUFS6,1.0
Homo sapiens,MRRF,Homo sapiens,NDUFS6,1.0
Homo sapiens,MTERF3,Homo sapiens,NDUFS6,1.0
Homo sapiens,MTFMT,Homo sapiens,NDUFS6,0.98
Homo sapiens,MTG2,Homo sapiens,NDUFS6,1.0
Homo sapiens,MTIF2,Homo sapiens,NDUFS6,1.0
Homo sapiens,MTIF3,Homo sapiens,NDUFS6,1.0
Homo sapiens,MTRF1,Homo sapiens,NDUFS6,1.0
Homo sapiens,MTRF1L,Homo sapiens,NDUFS6,1.0
Homo sapiens,NGRN,Homo sapiens,NDUFS6,1.0
Homo sapiens,OTC,Homo sapiens,NDUFS6,1.0
Homo sapiens,PMPCA,Homo sapiens,NDUFS6,1.0
Homo sapiens,PMPCB,Homo sapiens,NDUFS6,1.0
Homo sapiens,RMND1,Homo sapiens,NDUFS6,1.0
Homo sapiens,RPUSD3,Homo sapiens,NDUFS6,1.0
Homo sapiens,RPUSD4,Homo sapiens,NDUFS6,1.0
Homo sapiens,SLC25A51,Homo sapiens,NDUFS6,1.0
Homo sapiens,SLIRP,Homo sapiens,NDUFS6,1.0
Homo sapiens,SSBP1,Homo sapiens,NDUFS6,1.0
Homo sapiens,SURF1,Homo sapiens,NDUFS6,1.0
Homo sapiens,TACO1,Homo sapiens,NDUFS6,1.0
Homo sapiens,TBRG4,Homo sapiens,NDUFS6,1.0
Homo sapiens,TEFM,Homo sapiens,NDUFS6,1.0
Homo sapiens,TFAM,Homo sapiens,NDUFS6,1.0
Homo sapiens,TMEM70,Homo sapiens,NDUFS6,1.0
Homo sapiens,TRUB2,Homo sapiens,NDUFS6,1.0
Homo sapiens,TSFM,Homo sapiens,NDUFS6,1.0
Homo sapiens,TUFM,Homo sapiens,NDUFS6,1.0
Homo sapiens,VWA8,Homo sapiens,NDUFS6,1.0
Homo sapiens,EXD2,Homo sapiens,NDUFS6,1.0
Homo sapiens,DNAJA3,Homo sapiens,NDUFS6,155.0
Homo sapiens,DNAJC15,Homo sapiens,NDUFS6,335.0
Homo sapiens,DNAJC19,Homo sapiens,NDUFS6,110.0
Homo sapiens,DNAJC28,Homo sapiens,NDUFS6,160.0
Homo sapiens,HSCB,Homo sapiens,NDUFS6,450.0
Homo sapiens,HSPA9,Homo sapiens,NDUFS6,130.0
Homo sapiens,AARS2,Homo sapiens,NDUFS6,70.0
Homo sapiens,AIFM1,Homo sapiens,NDUFS6,60.0
Homo sapiens,COX8A,Homo sapiens,NDUFS6,75.0
Homo sapiens,CS,Homo sapiens,NDUFS6,105.0
Homo sapiens,PDHA1,Homo sapiens,NDUFS6,135.0
Homo sapiens,TRAP1,Homo sapiens,NDUFS6,95.0
Homo sapiens,NDUFS6,Homo sapiens,ND1,0.998708978
Homo sapiens,NDUFS6,Homo sapiens,ND4,0.999590515
Homo sapiens,VAPB,Homo sapiens,NDUFS6,0.883012158
Homo sapiens,NDUFS6,Homo sapiens,NDUFA3,0.819459784
Homo sapiens,NDUFS6,Homo sapiens,NDUFA2,0.938811936
Homo sapiens,RPS19BP1,Homo sapiens,NDUFS6,0.999573015
Homo sapiens,NDUFS6,Homo sapiens,NDUFB9,0.998159873
Homo sapiens,NDUFS6,Homo sapiens,NDUFB7,0.99999992
Homo sapiens,NDUFS6,Homo sapiens,NDUFB6,0.999148064
Homo sapiens,NDUFS6,Homo sapiens,NDUFB4,0.991832993
Homo sapiens,NDUFS6,Homo sapiens,RANBP10,0.917991829
Homo sapiens,NDUFV2,Homo sapiens,NDUFS6,0.999999437
Homo sapiens,NDUFS6,Homo sapiens,RMND5A,0.979248788
Homo sapiens,METTL2A,Homo sapiens,NDUFS6,0.872308011
Homo sapiens,UQCRFS1,Homo sapiens,NDUFS6,0.887808011
Homo sapiens,NDUFB8,Homo sapiens,NDUFS6,0.999922497
Homo sapiens,NDUFS6,Homo sapiens,ND2,0.989279425
Homo sapiens,NDUFC2,Homo sapiens,NDUFS6,0.999998351
Homo sapiens,MAD2L1,Homo sapiens,NDUFS6,0.979768496
Homo sapiens,NDUFS6,Homo sapiens,NDUFB10,0.87554079
Homo sapiens,NDUFS6,Homo sapiens,NDUFB5,0.999165094
Homo sapiens,NDUFS6,Homo sapiens,BCAT2,0.997040197
Homo sapiens,NDUFS6,Homo sapiens,ZMYND19,0.880203821
Homo sapiens,NDUFS6,Homo sapiens,NDUFV1,0.99610243
Homo sapiens,NDUFS6,Homo sapiens,NDUFS2,0.870164206
Homo sapiens,NDUFS6,Homo sapiens,NDUFS4,0.99993642
Homo sapiens,NDUFS6,Homo sapiens,ARMC8,0.938513951
Homo sapiens,FGL1,Homo sapiens,NDUFS6,0.999412722
Homo sapiens,NDUFA1,Homo sapiens,NDUFS6,0.99859375
Homo sapiens,NDUFB3,Homo sapiens,NDUFS6,0.999997054
Homo sapiens,NDUFS6,Homo sapiens,MAEA,0.941580942
Homo sapiens,GALNT6,Homo sapiens,NDUFS6,0.983985161
Homo sapiens,NDUFS6,Homo sapiens,NDUFB1,0.998400195
Homo sapiens,FBXO17,Homo sapiens,NDUFS6,0.762825498
Homo sapiens,NDUFS6,Homo sapiens,ND5,0.999969022
Homo sapiens,MSRB2,Homo sapiens,NDUFS6,0.965329952
Homo sapiens,NDUFS3,Homo sapiens,NDUFS6,0.99983338
Homo sapiens,NDUFS6,Homo sapiens,NDUFS1,0.753393682
Homo sapiens,ECHDC2,Homo sapiens,NDUFS6,0.996119693
Homo sapiens,NDUFA13,Homo sapiens,NDUFS6,0.983136
Homo sapiens,NDUFS6,Homo sapiens,DNAJC30,0.994094213
Homo sapiens,NDUFB11,Homo sapiens,NDUFS6,0.998981933
Homo sapiens,NDUFS6,Homo sapiens,NDUFS8,0.787657111
Homo sapiens,NDUFS6,Homo sapiens,FAHD1,0.985939349
Homo sapiens,NDUFS6,Homo sapiens,MTHFD1L,0.863198742
Homo sapiens,NDUFS5,Homo sapiens,NDUFS6,0.998391062
Homo sapiens,TACR1,Homo sapiens,NDUFS6,0.982733748
Homo sapiens,NDUFS6,Homo sapiens,ALAS1,0.992242026
Homo sapiens,NDUFS6,Homo sapiens,ILKAP,0.866580631
Homo sapiens,LINC01565,Homo sapiens,NDUFS6,0.979766762
Homo sapiens,NDUFA12,Homo sapiens,NDUFS6,0.999999701
Homo sapiens,NDUFS6,Homo sapiens,PCK2,0.829533718
Homo sapiens,NDUFA9,Homo sapiens,NDUFS6,0.999920116
Homo sapiens,NDUFS7,Homo sapiens,NDUFS6,0.998846683
Homo sapiens,GCAT,Homo sapiens,NDUFS6,0.886129551
Homo sapiens,RNMTL1,Homo sapiens,NDUFS6,0.941768584
Homo sapiens,NDUFS6,Homo sapiens,NDUFA6,0.982064543
Homo sapiens,NDUFS6,Homo sapiens,NDUFA8,0.99878873
Homo sapiens,NDUFS6,Homo sapiens,GID4,0.953496874
Homo sapiens,CRELD1,Homo sapiens,NDUFS6,0.993559266
Homo sapiens,COX5B,Homo sapiens,NDUFS6,0.857542795
Homo sapiens,NDUFA7,Homo sapiens,NDUFS6,0.999999998
Homo sapiens,NDUFV3,Homo sapiens,NDUFS6,1.0
Homo sapiens,NDUFS6,Homo sapiens,GID8,0.777881076
Homo sapiens,NDUFS6,Homo sapiens,ND3,0.828038189
Homo sapiens,NDUFS6,Homo sapiens,NDUFA1,0.999999994
Homo sapiens,NDUFS6,Homo sapiens,NDUFA5,0.999550549
Homo sapiens,NDUFS6,Homo sapiens,NDUFC2,0.999999999
Homo sapiens,NDUFS6,Homo sapiens,NDUFB8,0.999999968
Homo sapiens,NDUFS6,Homo sapiens,MKLN1,0.990020783
Homo sapiens,NDUFS6,Homo sapiens,HTRA2,0.938835844
Homo sapiens,NDUFS6,Homo sapiens,GCAT,0.980721176
Homo sapiens,NDUFS6,Homo sapiens,PREPL,0.994285387
Homo sapiens,NDUFS6,Homo sapiens,NDUFA13,0.999999256
Homo sapiens,NDUFS6,Homo sapiens,CDK5RAP1,0.986290922
Homo sapiens,NDUFS6,Homo sapiens,NDUFB11,1.0
Homo sapiens,NDUFS6,Homo sapiens,CYP24A1,0.999157032
Homo sapiens,NDUFS6,Homo sapiens,SIRT3,0.881636138
Homo sapiens,NDUFS6,Homo sapiens,RPUSD3,0.998899884
Homo sapiens,NDUFS6,Homo sapiens,WDR26,0.995432905
Homo sapiens,MAD2L1BP,Homo sapiens,NDUFS6,0.901005824
Homo sapiens,NDUFS6,Homo sapiens,NDUFS7,0.999999982
Homo sapiens,NDUFS6,Homo sapiens,NDUFV2,0.999992355
Homo sapiens,NDUFS6,Homo sapiens,NDUFS3,0.999900902
Homo sapiens,NDUFS6,Homo sapiens,NDUFS5,0.999999943
Homo sapiens,NDUFS6,Homo sapiens,TBL1Y,0.999921931
Homo sapiens,NDUFS6,Homo sapiens,HSDL2,0.962401478
Homo sapiens,NDUFS6,Homo sapiens,PUS1,0.919340028
Homo sapiens,NDUFS6,Homo sapiens,RANBP9,0.964725684
Homo sapiens,NDUFS6,Homo sapiens,TRIT1,0.99974911
Homo sapiens,NDUFS6,Homo sapiens,NDUFA12,0.99999999
Homo sapiens,NDUFS6,Homo sapiens,NDUFA7,1.0
Homo sapiens,NDUFS6,Homo sapiens,NDUFA10,0.999569304
Homo sapiens,NDUFS6,Homo sapiens,NDUFAB1,0.910292688
Homo sapiens,NDUFS6,Homo sapiens,NDUFB3,1.0
Homo sapiens,NDUFS6,Homo sapiens,POLG,0.851038994
Homo sapiens,NDUFS6,Homo sapiens,DBT,0.999120796
Homo sapiens,NDUFS6,Homo sapiens,RSAD1,0.951943862
Homo sapiens,NDUFS6,Homo sapiens,NDUFA9,1.0
Homo sapiens,NDUFS6,Homo sapiens,NDUFV3,1.0
Homo sapiens,MFSD10,Homo sapiens,NDUFS6,0.985040749
Homo sapiens,SLC35A3,Homo sapiens,NDUFS6,0.973479395
Homo sapiens,SLC35B1,Homo sapiens,NDUFS6,0.945990898
Homo sapiens,SLC35B2,Homo sapiens,NDUFS6,0.927584694
Homo sapiens,SLC9A6,Homo sapiens,NDUFS6,0.403049457
Homo sapiens,NDUFS3,Homo sapiens,NDUFS8,0.991
Homo sapiens,NDUFS2,Homo sapiens,NDUFS8,0.956
Homo sapiens,NDUFS7,Homo sapiens,NDUFS8,0.99
Homo sapiens,NDUFS8,Homo sapiens,NDUFV1,0.956
Homo sapiens,NDUFS8,Homo sapiens,NDUFV2,0.943
Homo sapiens,NDUFS1,Homo sapiens,NDUFS8,0.849
Homo sapiens,NDUFS6,Homo sapiens,NDUFS8,0.75
Homo sapiens,CYC1,Homo sapiens,NDUFS8,0.859
Homo sapiens,NDUFS8,Homo sapiens,SURF1,0.88
Homo sapiens,NDUFS8,Homo sapiens,SAMM50,1.0
Homo sapiens,NDUFS8,Homo sapiens,DHODH,0.921
Homo sapiens,COX15,Homo sapiens,NDUFS8,0.893
Homo sapiens,NDUFS8,Homo sapiens,OPA1,0.891
Homo sapiens,NDUFAF3,Homo sapiens,NDUFS8,0.861
Homo sapiens,NDUFS8,Homo sapiens,RPLP0,0.827
Homo sapiens,NDUFS8,Homo sapiens,PSEN1,0.814
Homo sapiens,SDHA,Homo sapiens,NDUFS8,0.799
Homo sapiens,ABCC2,Homo sapiens,NDUFS8,0.78
Homo sapiens,MPV17,Homo sapiens,NDUFS8,0.778
Homo sapiens,RHOT2,Homo sapiens,NDUFS8,0.76
Homo sapiens,NDUFS8,Homo sapiens,RAB5B,0.755
Homo sapiens,HSPA9,Homo sapiens,NDUFS8,0.75
Homo sapiens,NDUFS3,Homo sapiens,NDUFS8,0.996262222
Homo sapiens,ECSIT,Homo sapiens,NDUFS8,0.982775744
Homo sapiens,NDUFA8,Homo sapiens,NDUFS8,0.919017231
Homo sapiens,NDUFS8,Homo sapiens,AFG3L2,0.08375701
Homo sapiens,NDUFS8,Homo sapiens,CYC1,0.181639922
Homo sapiens,NDUFS8,Homo sapiens,NDUFA12,0.220718968
Homo sapiens,NDUFS8,Homo sapiens,NDUFS3,0.913586933
Homo sapiens,ATP6V1E1,Homo sapiens,NDUFS8,0.070562194
Homo sapiens,SLC25A3,Homo sapiens,NDUFS8,0.121519211
Homo sapiens,VDAC3,Homo sapiens,NDUFS8,0.070828717
Homo sapiens,NDUFS8,Homo sapiens,PHB2,0.078261861
Homo sapiens,NDUFS8,Homo sapiens,RAB1A,0.078909953
Homo sapiens,NDUFS8,Homo sapiens,RAB1B,0.073647508
Homo sapiens,NDUFS8,Homo sapiens,SDHB,0.251697995
Homo sapiens,NDUFS8,Homo sapiens,UQCRC2,0.084789629
Homo sapiens,NDUFS8,Homo sapiens,UQCRQ,0.081380692
Homo sapiens,NDUFS3,Homo sapiens,NDUFS8,99.3
Homo sapiens,COQ9,Homo sapiens,NDUFS8,99.2
Homo sapiens,NDUFAF4,Homo sapiens,NDUFS8,98.7
Homo sapiens,NDUFA4,Homo sapiens,NDUFS8,98.3
Homo sapiens,OCIAD1,Homo sapiens,NDUFS8,95.7
Homo sapiens,C15orf48,Homo sapiens,NDUFS8,95.0
Homo sapiens,NDUFB11,Homo sapiens,NDUFS8,0.999396382
Homo sapiens,NDUFS3,Homo sapiens,NDUFS8,0.977552836
Homo sapiens,NDUFA13,Homo sapiens,NDUFS8,0.95241163
Homo sapiens,ECSIT,Homo sapiens,NDUFS8,0.905794663
Homo sapiens,NDUFS6,Homo sapiens,NDUFS8,0.860484261
Homo sapiens,NDUFS7,Homo sapiens,NDUFS8,0.813697435
Homo sapiens,NDUFA8,Homo sapiens,NDUFS8,0.80957515
Homo sapiens,NDUFS8,Homo sapiens,CORO1C,1.853300148
Homo sapiens,NDUFS8,Homo sapiens,BCKDHA,1.830987923
Homo sapiens,NDUFS8,Homo sapiens,NDUFS7,1.821147926
Homo sapiens,NDUFS8,Homo sapiens,P4HA1,1.807600005
Homo sapiens,NDUFS8,Homo sapiens,CYC1,1.786980293
Homo sapiens,NDUFS8,Homo sapiens,ATP6V1B2,1.773533322
Homo sapiens,NDUFS8,Homo sapiens,POR,1.77117663
Homo sapiens,NDUFS8,Homo sapiens,NDUFS3,1.756120149
Homo sapiens,NDUFS8,Homo sapiens,NNT,1.754678375
Homo sapiens,NDUFS8,Homo sapiens,HMOX2,1.734765667
Homo sapiens,NDUFS8,Homo sapiens,EMC8,1.7339843
Homo sapiens,NDUFS8,Homo sapiens,ASPH,1.730875608
Homo sapiens,NDUFS8,Homo sapiens,UQCRC1,1.727665795
Homo sapiens,NDUFS8,Homo sapiens,LONP1,1.727331083
Homo sapiens,NDUFS8,Homo sapiens,UQCRH,1.705967077
Homo sapiens,NDUFS8,Homo sapiens,RCN2,1.679265103
Homo sapiens,NDUFS8,Homo sapiens,NDUFV1,1.667265543
Homo sapiens,NDUFS8,Homo sapiens,LRPPRC,1.665003876
Homo sapiens,NDUFS8,Homo sapiens,UQCRC2,1.660346043
Homo sapiens,NDUFS8,Homo sapiens,NDUFS1,1.656472292
Homo sapiens,NDUFS8,Homo sapiens,ATP6V1E1,1.650721419
Homo sapiens,NDUFS8,Homo sapiens,ATP2A2,1.636820592
Homo sapiens,NDUFS8,Homo sapiens,CANX,1.627816829
Homo sapiens,NDUFS8,Homo sapiens,ATP6V1A,1.625037857
Homo sapiens,NDUFS8,Homo sapiens,VCP,1.621641668
Homo sapiens,NDUFS8,Homo sapiens,PDHB,1.608059665
Homo sapiens,NDUFS8,Homo sapiens,LRRC59,1.603656504
Homo sapiens,NDUFS8,Homo sapiens,EMC2,1.602124371
Homo sapiens,NDUFS8,Homo sapiens,APOE,1.583987227
Homo sapiens,NDUFS8,Homo sapiens,EEF2,1.559921426
Homo sapiens,NDUFS8,Homo sapiens,PDHA1,1.54612653
Homo sapiens,NDUFS8,Homo sapiens,EMC4,1.524933175
Homo sapiens,NDUFS8,Homo sapiens,ARMCX3,1.513828475
Homo sapiens,NDUFS8,Homo sapiens,ATP5B,1.512111777
Homo sapiens,NDUFS8,Homo sapiens,PHB2,1.4793069
Homo sapiens,NDUFS8,Homo sapiens,TUFM,1.477886143
Homo sapiens,NDUFS8,Homo sapiens,TPP1,1.471030477
Homo sapiens,NDUFS8,Homo sapiens,NDUFB8,1.46323761
Homo sapiens,NDUFS8,Homo sapiens,ACTB,1.672188681
Homo sapiens,NDUFS8,Homo sapiens,ANKRD34C,1.495145761
Homo sapiens,NDUFS8,Homo sapiens,ATP5C1,1.617025351
Homo sapiens,NDUFS8,Homo sapiens,C20orf24,1.47009995
Homo sapiens,NDUFS8,Homo sapiens,COA3,1.528713724
Homo sapiens,NDUFS8,Homo sapiens,COX4I1,1.450126794
Homo sapiens,NDUFS8,Homo sapiens,COX7A2,1.703798756
Homo sapiens,NDUFS8,Homo sapiens,COX7A2L,1.546262068
Homo sapiens,NDUFS8,Homo sapiens,COX7C,1.576573798
Homo sapiens,NDUFS8,Homo sapiens,CPT1A,1.475274291
Homo sapiens,NDUFS8,Homo sapiens,DNAJC11,1.47271392
Homo sapiens,NDUFS8,Homo sapiens,HADHA,1.708127646
Homo sapiens,NDUFS8,Homo sapiens,HADHB,1.738523241
Homo sapiens,NDUFS8,Homo sapiens,HSP90B1,1.489084551
Homo sapiens,NDUFS8,Homo sapiens,IMMT,1.523530003
Homo sapiens,NDUFS8,Homo sapiens,MCCC2,1.483422577
Homo sapiens,NDUFS8,Homo sapiens,MTCH2,1.663363857
Homo sapiens,NDUFS8,Homo sapiens,COX2,1.487120982
Homo sapiens,NDUFS8,Homo sapiens,MYL12A,1.636024189
Homo sapiens,NDUFS8,Homo sapiens,NDUFA5,1.521284617
Homo sapiens,NDUFS8,Homo sapiens,NDUFA6,1.532056982
Homo sapiens,NDUFS8,Homo sapiens,NDUFA8,1.598990763
Homo sapiens,NDUFS8,Homo sapiens,NDUFA9,1.54055392
Homo sapiens,NDUFS8,Homo sapiens,NDUFB10,1.503216821
Homo sapiens,NDUFS8,Homo sapiens,NDUFB9,1.608117192
Homo sapiens,NDUFS8,Homo sapiens,NDUFS2,1.587928791
Homo sapiens,NDUFS8,Homo sapiens,NDUFS5,1.683410341
Homo sapiens,NDUFS8,Homo sapiens,NDUFS6,1.5196014
Homo sapiens,NDUFS8,Homo sapiens,NIPSNAP1,1.490593181
Homo sapiens,NDUFS8,Homo sapiens,OGDH,1.564791787
Homo sapiens,NDUFS8,Homo sapiens,P4HB,1.534738156
Homo sapiens,NDUFS8,Homo sapiens,PCCB,1.490458842
Homo sapiens,NDUFS8,Homo sapiens,PHB,1.772423932
Homo sapiens,NDUFS8,Homo sapiens,SCCPDH,1.693734068
Homo sapiens,NDUFS8,Homo sapiens,TOMM22,1.633980261
Homo sapiens,NDUFS8,Homo sapiens,TOMM40,1.53827635
Homo sapiens,NDUFS8,Homo sapiens,TOMM5,1.77024321
Homo sapiens,NDUFS8,Homo sapiens,UQCRQ,1.606706052
Homo sapiens,NDUFS8,Homo sapiens,VDAC1,1.738318051
Homo sapiens,NDUFS8,Homo sapiens,VDAC2,1.759289052
Homo sapiens,NDUFS8,Homo sapiens,VDAC3,1.601251717
Homo sapiens,NDUFS8,Homo sapiens,ZNF782,1.506372012
Homo sapiens,ACAD9,Homo sapiens,NDUFS8,1.0
Homo sapiens,AUH,Homo sapiens,NDUFS8,1.0
Homo sapiens,C12orf65,Homo sapiens,NDUFS8,1.0
Homo sapiens,C17orf80,Homo sapiens,NDUFS8,1.0
Homo sapiens,C1QBP,Homo sapiens,NDUFS8,1.0
Homo sapiens,C21orf33,Homo sapiens,NDUFS8,1.0
Homo sapiens,C6orf203,Homo sapiens,NDUFS8,1.0
Homo sapiens,C8orf82,Homo sapiens,NDUFS8,1.0
Homo sapiens,MCUR1,Homo sapiens,NDUFS8,1.0
Homo sapiens,CCDC90B,Homo sapiens,NDUFS8,1.0
Homo sapiens,CHCHD1,Homo sapiens,NDUFS8,1.0
Homo sapiens,CLPB,Homo sapiens,NDUFS8,0.93
Homo sapiens,COX15,Homo sapiens,NDUFS8,1.0
Homo sapiens,CRYZ,Homo sapiens,NDUFS8,1.0
Homo sapiens,CS,Homo sapiens,NDUFS8,1.0
Homo sapiens,DDX28,Homo sapiens,NDUFS8,0.97
Homo sapiens,DHX30,Homo sapiens,NDUFS8,0.93
Homo sapiens,DIABLO,Homo sapiens,NDUFS8,0.98
Homo sapiens,FASTKD2,Homo sapiens,NDUFS8,1.0
Homo sapiens,FASTKD3,Homo sapiens,NDUFS8,1.0
Homo sapiens,FASTKD5,Homo sapiens,NDUFS8,1.0
Homo sapiens,GFM1,Homo sapiens,NDUFS8,1.0
Homo sapiens,GFM2,Homo sapiens,NDUFS8,1.0
Homo sapiens,GRSF1,Homo sapiens,NDUFS8,1.0
Homo sapiens,HINT2,Homo sapiens,NDUFS8,1.0
Homo sapiens,ICT1,Homo sapiens,NDUFS8,1.0
Homo sapiens,LONP1,Homo sapiens,NDUFS8,1.0
Homo sapiens,LRPPRC,Homo sapiens,NDUFS8,1.0
Homo sapiens,MCU,Homo sapiens,NDUFS8,1.0
Homo sapiens,CCDC109B,Homo sapiens,NDUFS8,1.0
Homo sapiens,MDH2,Homo sapiens,NDUFS8,1.0
Homo sapiens,METTL15,Homo sapiens,NDUFS8,1.0
Homo sapiens,METTL17,Homo sapiens,NDUFS8,1.0
Homo sapiens,APOO,Homo sapiens,NDUFS8,1.0
Homo sapiens,MRPL11,Homo sapiens,NDUFS8,1.0
Homo sapiens,MRPS12,Homo sapiens,NDUFS8,1.0
Homo sapiens,MRPS26,Homo sapiens,NDUFS8,1.0
Homo sapiens,MRRF,Homo sapiens,NDUFS8,1.0
Homo sapiens,MTERF3,Homo sapiens,NDUFS8,1.0
Homo sapiens,MTFMT,Homo sapiens,NDUFS8,0.97
Homo sapiens,MTG1,Homo sapiens,NDUFS8,1.0
Homo sapiens,MTG2,Homo sapiens,NDUFS8,1.0
Homo sapiens,MTIF2,Homo sapiens,NDUFS8,1.0
Homo sapiens,MTIF3,Homo sapiens,NDUFS8,1.0
Homo sapiens,MTRF1,Homo sapiens,NDUFS8,1.0
Homo sapiens,MTRF1L,Homo sapiens,NDUFS8,1.0
Homo sapiens,NGRN,Homo sapiens,NDUFS8,1.0
Homo sapiens,OCIAD1,Homo sapiens,NDUFS8,0.93
Homo sapiens,OTC,Homo sapiens,NDUFS8,1.0
Homo sapiens,PMPCA,Homo sapiens,NDUFS8,1.0
Homo sapiens,PMPCB,Homo sapiens,NDUFS8,1.0
Homo sapiens,RMND1,Homo sapiens,NDUFS8,1.0
Homo sapiens,RPUSD3,Homo sapiens,NDUFS8,1.0
Homo sapiens,RPUSD4,Homo sapiens,NDUFS8,1.0
Homo sapiens,SLC25A51,Homo sapiens,NDUFS8,1.0
Homo sapiens,SLIRP,Homo sapiens,NDUFS8,1.0
Homo sapiens,SSBP1,Homo sapiens,NDUFS8,1.0
Homo sapiens,SURF1,Homo sapiens,NDUFS8,1.0
Homo sapiens,TACO1,Homo sapiens,NDUFS8,1.0
Homo sapiens,TBRG4,Homo sapiens,NDUFS8,1.0
Homo sapiens,TEFM,Homo sapiens,NDUFS8,1.0
Homo sapiens,TFAM,Homo sapiens,NDUFS8,1.0
Homo sapiens,C19orf52,Homo sapiens,NDUFS8,0.98
Homo sapiens,TMEM70,Homo sapiens,NDUFS8,1.0
Homo sapiens,TRUB2,Homo sapiens,NDUFS8,1.0
Homo sapiens,TSFM,Homo sapiens,NDUFS8,1.0
Homo sapiens,TUFM,Homo sapiens,NDUFS8,1.0
Homo sapiens,VWA8,Homo sapiens,NDUFS8,1.0
Homo sapiens,EXD2,Homo sapiens,NDUFS8,1.0
Homo sapiens,DNAJA3,Homo sapiens,NDUFS8,375.0
Homo sapiens,DNAJC15,Homo sapiens,NDUFS8,765.0
Homo sapiens,DNAJC19,Homo sapiens,NDUFS8,385.0
Homo sapiens,DNAJC28,Homo sapiens,NDUFS8,360.0
Homo sapiens,DNAJC30,Homo sapiens,NDUFS8,200.0
Homo sapiens,HSCB,Homo sapiens,NDUFS8,590.0
Homo sapiens,HSPA9,Homo sapiens,NDUFS8,170.0
Homo sapiens,COX4I1,Homo sapiens,NDUFS8,45.0
Homo sapiens,ECSIT,Homo sapiens,NDUFS8,0.798911315
Homo sapiens,NDUFAF4,Homo sapiens,NDUFS8,0.999579419
Homo sapiens,NDUFS3,Homo sapiens,NDUFS8,0.975608763
Homo sapiens,NDUFA13,Homo sapiens,NDUFS8,0.881907635
Homo sapiens,NDUFB11,Homo sapiens,NDUFS8,0.998360452
Homo sapiens,NDUFS6,Homo sapiens,NDUFS8,0.787657111
Homo sapiens,NDUFA7,Homo sapiens,NDUFS8,0.992811528
Homo sapiens,NDUFA8,Homo sapiens,NDUFS8,0.762066548
Homo sapiens,NDUFV2,Homo sapiens,NDUFS8,0.986757981
Homo sapiens,NDUFS7,Homo sapiens,NDUFS8,0.763257615
Homo sapiens,NDUFB7,Homo sapiens,NDUFS8,0.7661212
Homo sapiens,NDUFV3,Homo sapiens,NDUFS8,0.997628986
Homo sapiens,NDUFB3,Homo sapiens,NDUFS8,0.999331228
Homo sapiens,NDUFS5,Homo sapiens,NDUFS8,0.980091561
Homo sapiens,CHST8,Homo sapiens,NDUFS8,0.80868963
Homo sapiens,NDUFA1,Homo sapiens,NDUFS8,0.999987345
Homo sapiens,NDUFB5,Homo sapiens,NDUFS8,0.990172484
Homo sapiens,DNAJC30,Homo sapiens,NDUFS8,0.9991457
Homo sapiens,TIMMDC1,Homo sapiens,NDUFS8,0.991613733
Homo sapiens,MECP2,Homo sapiens,NDUFS8,13.60712281
Homo sapiens,MFSD10,Homo sapiens,NDUFS8,0.966787246
Homo sapiens,SLC35A3,Homo sapiens,NDUFS8,0.884345605
Homo sapiens,SLC35B1,Homo sapiens,NDUFS8,0.818173277
Homo sapiens,SLC35B2,Homo sapiens,NDUFS8,0.450848127
